,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,0.2,0.2,0.0,2.0,0.8886899612088291,0.8886899612088297,0.02332503671669467,0,Solve_Succeeded,True,0.879007466954975,0.8790074669549748
1,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,0.4,0.4,0.0,2.0,0.86235934287368,0.86235934287368,0.029182369789121032,0,Solve_Succeeded,True,0.7766541041687032,0.7766541041687032
2,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,0.6,0.6,0.0,2.0,0.8346217891471797,0.8346217891471797,0.03550952353600478,0,Solve_Succeeded,True,0.6751433335247967,0.6751433335247967
3,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,0.8,0.8,0.0,2.0,0.8068187402849756,0.8068187402849756,0.04202275032777336,0,Solve_Succeeded,True,0.574786349803336,0.574786349803336
4,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,1.0,1.0,0.0,2.0,0.7795937001542419,0.7795937001542419,0.04857696008635648,0,Solve_Succeeded,True,0.47571151995682176,0.47571151995682176
5,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,0.2,0.2,0.0,2.0,0.6593040118850784,0.6593040118850784,0.07993789476976709,0,Solve_Succeeded,True,0.8280558947072096,0.8280558947072096
6,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,0.4,0.4,0.0,2.0,0.4944589369083472,0.49445893690834747,0.13138755745512015,0,Solve_Succeeded,True,0.6948899540359039,0.6948899540359037
7,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,0.6,0.6,0.0,2.0,0.39282971175067594,0.392829711750676,0.17045325095543395,0,Solve_Succeeded,True,0.5806827243311963,0.5806827243311962
8,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,0.8,0.8,0.0,2.0,0.3251403490647928,0.3251403490647928,0.20124392625539922,0,Solve_Succeeded,True,0.4792536442467604,0.4792536442467604
9,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,1.0,1.0,0.0,2.0,0.2770962827159122,0.2770962827159122,0.2263827589842048,0,Solve_Succeeded,True,0.3868086205078976,0.3868086205078976
