,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.9090909092350903,0.9090909092350903,0.0909090908090906,0,Solve_Succeeded,True,0.6818181818931821,0.6818181818931821
1,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.8000000003260485,0.8000000003260485,0.19999999957395154,0,Solve_Succeeded,True,0.6000000003195364,0.6000000003195364
2,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.07999999988378438,0.07999999988378438,0.9200000000162156,0,Solve_Succeeded,True,0.05999999998783828,0.05999999998783828
3,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.007999999893987546,0.007999999893987546,0.9920000000060124,0,Solve_Succeeded,True,0.005999999995490659,0.005999999995490659
4,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.0007999998966852006,0.0007999998966852112,0.9992000000033148,0,Solve_Succeeded,True,0.0005999999975139031,0.0005999999975139058
5,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.9090909090173107,0.9999999999742418,0.03628455672787517,0,Solve_Succeeded,True,0.6632805053333956,0.7822926595747918
6,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.7090920688551684,0.9999999999,0.012649714295538525,0,Solve_Succeeded,True,0.5090920688351337,0.9719333597215586
7,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5199999999430159,0.9999999999031217,2.3102050752302285e-10,0,Solve_Succeeded,True,0.5000000000096259,0.9999999996438433
8,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5019999998996023,0.9999999999,2.691365329410656e-90,0,Solve_Succeeded,True,0.5,1.0
9,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999000001,0.0,0,Solve_Succeeded,True,0.5,1.0
10,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.9090909089911119,0.9999999999019894,0.026961833217160877,0,Solve_Succeeded,True,0.6213282494775547,0.8382290006967039
11,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.08634560457529544,0.9999999999000001,0.009815997635325271,0,Maximum_Iterations_Exceeded,False,0.4955558353496388,0.9897201681973734
12,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5200000000646753,0.9999999999,4.197515056895585e-30,0,Solve_Succeeded,True,0.5,1.0
13,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5019999998996001,0.9999999999,1.0553340972206021e-287,0,Solve_Succeeded,True,0.5,1.0
14,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999604,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
15,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.9090909089911521,0.9999999999017463,0.019192813690938587,0,Solve_Succeeded,True,0.5863676616095058,0.8848431178540863
16,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.477584836548284,0.9999999998999999,8.515719107927289e-06,0,Maximum_Iterations_Exceeded,False,0.4999996346177365,0.9999875918036016
17,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5199999998991165,0.9999999999000001,7.626653191794248e-50,0,Solve_Succeeded,True,0.5,1.0
18,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5019999998996006,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
19,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999604,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
20,0.0,0.0,0.0,0.0,0.9090909090909094,4.545454545454545,10.0,1.0,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.9090909089911887,0.999999999901576,0.013200317610845893,0,Solve_Succeeded,True,0.5594014292490298,0.9207980943347013
