,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,0.2,0.2,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.8181818182718185,0.8181818182718185
1,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,0.4,0.4,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.7272727273527275,0.7272727273527275
2,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,0.6,0.6,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.6363636364336366,0.6363636364336366
3,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,0.8,0.8,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.5454545455145456,0.5454545455145456
4,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,0.5,-500.0,0.0,1.0,1.0,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.4545454545954547,0.4545454545954547
5,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,0.2,0.2,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.8181818182718185,0.8181818182718185
6,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,0.4,0.4,0.0,2.0,0.9090909091276284,0.9090909091276284,0.0909090908090906,0,Solve_Succeeded,True,0.7272727273527275,0.7272727273527275
7,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,0.6,0.6,0.0,2.0,0.666666666508289,0.666666666508289,0.333333333391711,0,Solve_Succeeded,True,0.4666666666258023,0.4666666666258023
8,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,0.8,0.8,0.0,2.0,0.5000000043197235,0.5000000043197235,0.4999999955802765,0,Solve_Succeeded,True,0.3000000026518341,0.3000000026518341
9,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5.0,-500.0,0.0,1.0,1.0,0.0,2.0,0.3999999995642394,0.3999999995642394,0.6000000003357606,0,Solve_Succeeded,True,0.1999999998321197,0.1999999998321197
