,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.19607843137254888,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.1960784312726669,1.0000000001335996,0.0,0,Solve_Succeeded,True,0.5,1.0
1,0.0,0.0,0.0,0.0,0.39215686274509776,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.3921568626450704,1.0000000000399445,0.0,0,Solve_Succeeded,True,0.5,1.0
2,0.0,0.0,0.0,0.0,0.5882352941176472,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999000001,0.0,0,Solve_Succeeded,True,0.5,1.0
3,0.0,0.0,0.0,0.0,0.7843137254901961,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999602,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
4,0.0,0.0,0.0,0.0,0.980392156862745,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
5,0.0,0.0,0.0,0.0,1.1764705882352944,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
6,0.0,0.0,0.0,0.0,1.3725490196078431,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
7,0.0,0.0,0.0,0.0,1.5686274509803921,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
8,0.0,0.0,0.0,0.0,1.7647058823529416,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
9,0.0,0.0,0.0,0.0,1.96078431372549,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
10,0.0,0.0,0.0,0.0,2.1568627450980395,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
11,0.0,0.0,0.0,0.0,2.3529411764705883,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
12,0.0,0.0,0.0,0.0,2.549019607843137,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
13,0.0,0.0,0.0,0.0,2.7450980392156863,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
14,0.0,0.0,0.0,0.0,2.9411764705882355,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
15,0.0,0.0,0.0,0.0,3.1372549019607843,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
16,0.0,0.0,0.0,0.0,3.333333333333333,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
17,0.0,0.0,0.0,0.0,3.5294117647058827,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
18,0.0,0.0,0.0,0.0,3.7254901960784315,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
19,0.0,0.0,0.0,0.0,3.9215686274509802,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
20,0.0,0.0,0.0,0.0,4.117647058823529,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
21,0.0,0.0,0.0,0.0,4.313725490196079,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.50019999989996,0.9999999999000001,0.0,0,Solve_Succeeded,True,0.5,1.0
22,0.0,0.0,0.0,0.0,4.509803921568627,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.48895491654561796,0.9775097240258169,0.02262357281899018,1,Solve_Succeeded,True,0.4887549166456579,0.9773097241258567
23,0.0,0.0,0.0,0.0,4.705882352941177,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.2929791017119601,0.5855580212370389,0.41457525123398925,0,Solve_Succeeded,True,0.29277910181200023,0.5853580213370158
24,0.0,0.0,0.0,0.0,4.901960784313725,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.0971224181086489,0.19384428490927438,0.806288864521296,0,Solve_Succeeded,True,0.09692241820874481,0.19364428500931097
25,0.0,0.0,0.0,0.0,5.098039215686274,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.19384428490937758,0.09712241810875646,0.8062888645211906,0,Solve_Succeeded,True,0.1936442850094177,0.0969224182087965
26,0.0,0.0,0.0,0.0,5.294117647058823,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.585558021236904,0.29297910171188957,0.4145752512340816,0,Solve_Succeeded,True,0.5853580213369448,0.2927791018119328
27,0.0,0.0,0.0,0.0,5.490196078431373,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9775097240258168,0.4889549165456179,0.02262357281899029,0,Solve_Succeeded,True,0.9773097241258566,0.48875491664565784
28,0.0,0.0,0.0,0.0,5.686274509803921,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999000001,0.5001999998999602,0.0,0,Solve_Succeeded,True,1.0,0.5
29,0.0,0.0,0.0,0.0,5.882352941176471,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.500199999899961,0.0,0,Solve_Succeeded,True,1.0,0.5
30,0.0,0.0,0.0,0.0,6.078431372549019,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
31,0.0,0.0,0.0,0.0,6.2745098039215685,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
32,0.0,0.0,0.0,0.0,6.470588235294118,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
33,0.0,0.0,0.0,0.0,6.666666666666666,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
34,0.0,0.0,0.0,0.0,6.862745098039216,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
35,0.0,0.0,0.0,0.0,7.058823529411765,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
36,0.0,0.0,0.0,0.0,7.254901960784314,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
37,0.0,0.0,0.0,0.0,7.450980392156863,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
38,0.0,0.0,0.0,0.0,7.647058823529411,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
39,0.0,0.0,0.0,0.0,7.8431372549019605,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
40,0.0,0.0,0.0,0.0,8.03921568627451,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
41,0.0,0.0,0.0,0.0,8.235294117647058,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
42,0.0,0.0,0.0,0.0,8.431372549019608,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
43,0.0,0.0,0.0,0.0,8.627450980392158,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
44,0.0,0.0,0.0,0.0,8.823529411764707,5.0,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.9999999999,0.5001999998999616,0.0,0,Solve_Succeeded,True,1.0,0.5
