,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.000799999899831265,0.0007999998998312396,0.9992000000001687,0,Solve_Succeeded,True,0.0005999999998734424,0.000599999999873436
1,0.0,0.0,0.0,0.0,0.9090909090909094,1.8181818181818183,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999999001742,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
2,0.0,0.0,0.0,0.0,0.9090909090909094,2.727272727272727,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999601,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
3,0.0,0.0,0.0,0.0,0.9090909090909094,3.6363636363636367,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999599,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
4,0.0,0.0,0.0,0.0,0.9090909090909094,4.545454545454545,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999999000968,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
5,0.0,0.0,0.0,0.0,0.9090909090909094,5.454545454545454,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999633,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
6,0.0,0.0,0.0,0.0,0.9090909090909094,6.363636363636363,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999601,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
7,0.0,0.0,0.0,0.0,0.9090909090909094,7.272727272727273,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999599,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
8,0.0,0.0,0.0,0.0,0.9090909090909094,8.181818181818182,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999999000968,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
9,0.0,0.0,0.0,0.0,0.9090909090909094,9.09090909090909,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.5001999998999633,0.9999999999,0.0,0,Solve_Succeeded,True,0.5,1.0
10,0.0,0.0,0.0,0.0,1.8181818181818183,0.9090909090909094,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,1.0000000086293785,0.500199999900022,0.0,0,Solve_Succeeded,True,1.0,0.5
11,0.0,0.0,0.0,0.0,1.8181818181818183,1.8181818181818183,10.0,1.0,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.0007999998996910813,0.0007999998996910813,0.999200000000309,0,Solve_Succeeded,True,0.000599999999768311,0.000599999999768311
