,s1,s2,t1,t2,f1,f2,μ,q,ρ,θ,e11,e12,e21,e22,n,a1,a2,disaster_risk,multistart,status,success,u1,u2
0,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.8485582706248329,0.8485582706248329,0.0323098194352186,0,Solve_Succeeded,True,0.725767635423586,0.725767635423586
1,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.43805763639674744,0.43805763639674744,0.15217493641819835,0,Solve_Succeeded,True,0.6358687976863513,0.6358687976863513
2,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.06955395653799545,0.06955395653799552,0.4132347738582284,0,Solve_Succeeded,True,0.4400739196063287,0.44007391960632875
3,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.007364610282469797,0.007364610282469929,0.6255188557177913,0,Solve_Succeeded,True,0.280860858211659,0.2808608582116542
4,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.2,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.0007407856349038774,0.0007407856349039369,0.763441519371144,1,Solve_Succeeded,True,0.1774188604716579,0.17741886047162603
5,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.4,0.5,-500.0,0.0,0.5,0.5,0.0,2.0,0.8836620415240964,0.8836620415280323,0.04826842037043794,0,Solve_Succeeded,True,0.7137986847228074,0.7137986847215356
6,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.4,5.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.4809116928683259,0.4809116928683259,0.2538500148400178,0,Solve_Succeeded,True,0.5596124888699867,0.5596124888699867
7,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.4,50.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.0719087855285659,0.0719087855285659,0.6510905101281126,0,Solve_Succeeded,True,0.2616821174039155,0.2616821174039155
8,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.4,500.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.007517796267033307,0.0075177962670333566,0.8586042932043996,0,Solve_Succeeded,True,0.10604678009670032,0.1060467800967004
9,0.0,0.0,0.0,0.0,0.9090909090909094,0.9090909090909094,10.0,0.4,5000.0,-500.0,0.0,0.5,0.5,0.0,2.0,0.000755157907273183,0.0007551579072732778,0.9436083070689085,1,Solve_Succeeded,True,0.042293769698318204,0.04229376969831891
